added_dt,floor,heating,latitude,longitude,elevator,building_type,safeguards,district,rent,additional_fees,area,room_number,building_height,for_renovation,balcony,terrace,garden,parking_space,separate_kitchen,utility_room,basement,gated_community,security_monitoring,building_age,cable_tv,internet,dishwasher,air_conditioning,distance_to_stop,distance_to_subway,distance_to_center,avg_price,is_furnished,apartment_class
2025-02-04,,district,52.25111,20.978408,1,apartment,1,Wola,4500,600,52.0,2.0,,0,1,1,0,1,1,0,0,1,1,2.0,1,1,1,0,0.20139269444356198,1.2662786011803662,3.311,100.85128049275491,1,standard
2025-02-04,2.0,district,52.22659,20.89864,1,apartment,1,Bemowo,2650,550,30.0,1.0,6.0,0,1,0,0,0,0,0,0,1,1,,1,1,0,0,0.11846559269176057,1.6266121953476618,7.742,93.95404759987346,1,standard
2025-02-04,6.0,district,52.2351948,20.991709,1,apartment,0,Wola,9900,1400,70.0,3.0,16.0,0,0,0,0,1,0,0,0,0,1,2.0,0,0,1,0,0.08315214492462467,0.39223934569078833,1.523,130.38260400731107,1,superior
2025-02-04,7.0,district,52.17815,21.03176,1,apartment,0,Mokotow,12900,900,129.0,5.0,7.0,0,1,1,0,1,0,1,0,1,1,7.0,1,1,1,1,0.15366907521513834,0.5470708211959793,5.885,98.47116244587066,1,superior
2025-02-04,6.0,,52.193464,20.941279,1,block_of_flats,0,Wlochy,3000,500,32.0,1.0,,0,1,0,0,1,0,0,0,1,1,,0,1,1,0,0.054964037083517436,4.681018740298961,6.292,99.88460998268722,1,standard
2025-02-04,3.0,district,52.24554,20.98144,0,block_of_flats,0,Wola,1900,500,25.0,1.0,4.0,0,1,0,0,0,1,0,1,0,0,58.0,1,1,0,0,0.17813923291407488,1.2596600141229468,2.737,102.06807814046395,1,basic
2025-02-04,2.0,,52.22498,20.95288,0,other,0,Wola,3600,400,35.0,2.0,7.0,0,1,0,0,1,0,0,0,0,0,,0,0,1,0,0.20184676231603685,1.2461033334143294,4.074,111.97627676074177,1,standard
2025-02-04,6.0,district,52.264342,20.979912,1,tenement,1,Zoliborz,2500,400,25.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0.11085199543919748,0.5714223374044316,4.435,93.07911375377456,1,standard
2025-02-04,2.0,district,52.289864,21.029718,1,apartment,1,Targowek,3700,960,64.0,2.0,10.0,0,1,0,0,0,1,0,0,1,1,20.0,0,1,1,0,0.014515581397103922,0.39377182335102007,6.795,86.25058893955752,1,basic
2025-02-04,2.0,,52.237892,21.027236,1,other,0,Srodmiescie,3800,1237,55.8,2.0,,0,1,0,0,1,1,0,0,1,1,,1,1,1,0,0.043253685424949014,0.18444661188686381,1.37,119.63388759242541,1,standard
2025-02-04,2.0,district,52.140438,21.042295,1,block_of_flats,0,Ursynow,2300,900,34.5,1.0,10.0,0,0,0,0,0,1,0,1,0,0,45.0,0,0,1,1,0.1611105910256349,0.9907403215485517,10.135,83.39477118239145,1,standard
2025-02-04,1.0,district,52.13446,21.05836,1,apartment,1,Ursynow,3500,0,54.5,2.0,4.0,0,0,0,0,0,1,0,0,1,0,,1,1,0,0,0.25931723046088667,0.5357262443652906,11.048,77.09829169632532,1,standard
2025-02-04,6.0,district,52.1422,21.0637,1,apartment,0,Ursynow,3450,1400,80.0,3.0,6.0,0,1,0,0,1,0,0,0,1,0,17.0,0,1,0,0,0.11543543361814401,0.42419551134824107,10.344,84.79189212724447,1,standard
2025-02-04,4.0,,52.23701,21.05208,0,other,0,Praga_Poludnie,3280,428,28.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,50.0,0,0,1,1,0.12973334210716264,0.8887558568524185,2.835,85.4935698022296,1,standard
2025-02-04,4.0,district,52.20359,20.915257,1,apartment,1,Wlochy,4000,600,45.0,2.0,6.0,0,1,0,0,1,0,0,0,1,1,11.0,0,0,1,0,0.18587306561090358,3.8471896375056067,7.214,87.8051459123672,1,standard
2025-02-04,7.0,district,52.231784,20.975036,1,apartment,0,Wola,4700,800,48.3,2.0,15.0,0,1,0,0,1,0,0,0,0,1,4.0,0,0,0,0,0.13921395811864642,0.4539093880641065,2.542,116.1648228044498,1,standard
2025-02-04,2.0,boiler room,52.324254,21.048332,1,block_of_flats,0,Bialoleka,3000,900,50.3,2.0,2.0,0,1,0,0,0,1,0,0,1,1,16.0,1,1,1,0,0.10579121672287771,3.410956420466298,10.797,77.96877725449154,1,standard
2025-02-04,1.0,gas,52.24168,21.08406,0,block_of_flats,1,Praga_Poludnie,3000,400,44.0,2.0,5.0,0,1,0,0,0,0,0,0,1,0,11.0,0,0,1,0,0.11806442276580231,2.8158115795069234,5.072,87.45424886180834,1,standard
2025-02-04,3.0,district,52.17,20.9974,1,apartment,1,Mokotow,4200,700,58.0,2.0,4.0,0,1,0,0,1,0,0,0,1,1,17.0,0,0,1,1,0.03331610052689814,1.904695644097154,6.715,91.53392569803216,1,standard
2025-02-04,6.0,district,52.29359,20.92645,1,block_of_flats,0,Bielany,3400,1000,47.0,3.0,6.0,0,0,0,0,1,0,0,0,0,1,7.0,0,0,0,0,0.22519525862546505,0.22519525862546505,9.194,88.2006565838515,1,standard
2025-02-08,1.0,district,52.277524,20.96332,1,block_of_flats,1,Bielany,3200,0,62.0,2.0,5.0,0,1,0,0,1,1,0,0,0,0,25.0,1,1,0,0,0.16815733433602553,0.16815733433602553,6.273,99.7087822794756,1,basic
2025-02-08,2.0,boiler room,52.246392,20.964294,1,block_of_flats,1,Wola,4900,0,46.5,2.0,6.0,0,1,0,0,1,1,0,0,1,0,9.0,1,1,1,0,0.0892994551304189,0.9991283199895601,3.753,91.50693220408338,1,standard
2025-02-08,8.0,,52.231877,20.98793,1,apartment,0,Wola,3000,0,50.0,2.0,22.0,0,1,0,0,1,1,0,0,0,0,25.0,0,0,0,0,0.1856211183742078,0.1856211183742078,1.671,126.03925842157689,1,standard
2025-02-08,2.0,,52.222122,20.930266,1,block_of_flats,1,Wola,3800,0,42.0,2.0,6.0,0,1,0,0,1,0,0,0,1,1,8.0,0,0,1,1,0.04962137318692482,2.0155323808703782,5.644,103.01844654739236,1,standard
2025-02-08,2.0,gas,52.23614,21.00817,0,block_of_flats,0,Srodmiescie,3000,0,50.0,2.0,2.0,0,1,0,0,1,0,1,1,1,0,18.0,1,1,0,0,0.04219971358911861,0.04219971358911861,0.767,131.07365703311618,1,standard
2025-02-08,2.0,district,52.262004,21.041831,1,block_of_flats,0,Praga_Polnoc,2500,0,49.0,2.0,5.0,0,1,0,0,0,0,0,0,1,0,,1,1,1,0,0.17542328280471295,0.19004256512832507,4.12,105.54820662967298,1,basic
2025-02-08,1.0,district,52.226955,21.104812,1,block_of_flats,0,Praga_Poludnie,3300,0,50.48,2.0,7.0,0,1,0,0,1,0,0,0,1,1,8.0,0,0,1,0,0.29477581322253066,4.597623089141024,6.315,72.34531986017525,1,standard
2025-02-08,8.0,district,52.25757,20.979834,1,apartment,0,Wola,3500,0,41.0,2.0,15.0,0,1,0,0,1,0,0,0,0,1,7.0,0,1,0,0,0.24335276984084592,0.9515718103985487,3.803,108.53764403257212,1,standard
2025-02-08,5.0,,52.179114,21.030196,1,block_of_flats,1,Mokotow,3600,0,44.0,2.0,,0,1,0,0,1,0,1,0,1,1,8.0,0,0,1,0,0.14280664340072233,0.41410489889834995,5.757,88.8678433216461,1,standard
2025-02-08,3.0,district,52.19062,21.003642,0,block_of_flats,1,Mokotow,3000,0,48.0,2.0,3.0,1,1,0,0,0,1,0,0,0,0,,1,1,0,0,0.14626857018204087,0.8698204698316682,4.384,93.61215216902143,1,standard
2025-02-08,3.0,,52.18781,20.88244,1,other,0,Ursus,2500,0,33.0,2.0,5.0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0.1336713924115014,5.981791996755137,9.994,76.96663637052185,1,standard
2025-02-08,3.0,,52.22884,21.00519,0,other,0,Srodmiescie,3300,0,37.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0.08077456256978097,0.335509699849861,0.487,171.00947650037935,1,standard
2025-02-08,4.0,district,52.179903,21.023845,1,block_of_flats,1,Mokotow,3930,0,35.0,2.0,11.0,0,1,0,0,0,1,0,0,0,1,2.0,1,1,1,0,0.009943898644738318,0.009943898644738318,5.594,84.87013069206905,1,standard
2025-02-08,5.0,district,52.290518,21.029809,1,apartment,1,Targowek,2700,0,49.14,2.0,7.0,0,1,0,0,1,0,0,0,1,1,8.0,1,1,1,1,0.04727546752070017,0.33176283070786017,6.868,86.88951709108359,1,basic
2025-02-08,3.0,district,52.227155,20.953558,1,apartment,0,Wola,2990,0,30.0,2.0,10.0,0,1,0,0,0,1,0,0,0,1,9.0,0,1,0,0,0.06890575112904523,1.0555332330715665,4.004,118.96460730882107,1,standard
2025-02-08,4.0,district,52.24168,21.08406,1,apartment,1,Praga_Poludnie,3200,0,40.0,2.0,17.0,0,1,0,0,0,0,0,0,1,1,9.0,0,1,1,0,0.11806442276580231,2.8158115795069234,5.072,87.45424886180834,1,standard
2025-02-08,1.0,district,52.227268,20.882772,0,block_of_flats,0,Bemowo,4000,0,67.0,3.0,4.0,0,1,0,0,1,1,1,0,0,0,1.0,0,0,1,0,0.08477709383141357,2.352467060079282,8.819,83.52890237767437,1,standard
2025-02-08,4.0,district,52.268657,21.048997,1,block_of_flats,0,Targowek,3380,0,53.72,3.0,9.0,0,1,0,0,0,1,0,0,0,0,49.0,0,0,1,0,0.14845078988936064,0.14845078988936064,5.004,82.2539631810531,1,standard
2025-02-08,10.0,district,52.23614,21.00817,1,block_of_flats,1,Srodmiescie,3000,0,60.0,3.0,15.0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0.04219971358911861,0.04219971358911861,0.767,131.07365703311618,1,basic
2025-02-08,2.0,district,52.20752,21.04652,0,tenement,0,Mokotow,4100,0,48.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,1,0,0.07570305678647545,2.4191416276945548,3.398,87.76172404130932,1,standard
2025-02-08,2.0,district,52.294225,21.029905,0,block_of_flats,1,Targowek,3200,0,48.0,3.0,4.0,0,1,0,0,1,1,0,0,0,0,57.0,0,1,1,0,0.07692381370596453,0.07692381370596453,7.275,97.27293729682509,1,basic
2025-02-08,2.0,district,52.281456,21.047794,1,block_of_flats,1,Targowek,4950,0,62.0,3.0,5.0,0,1,1,0,1,0,0,0,1,1,7.0,1,1,1,0,0.09238441653867786,0.6250200378663422,6.244,87.49555206138422,1,standard
2025-02-08,1.0,district,52.14095,21.0685,1,apartment,1,Ursynow,4500,0,77.0,3.0,3.0,0,1,1,0,1,0,0,0,1,0,28.0,0,0,1,0,0.13774888798703658,0.6830735890819878,10.589,92.25121323168871,1,standard
2025-02-08,2.0,,52.20439,20.883406,1,other,0,Ursus,3600,0,58.0,3.0,6.0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0.10641101182045859,4.271539857750089,9.215,91.57378183596482,1,standard
2025-02-08,1.0,district,52.244958,20.98769,0,block_of_flats,1,Wola,3400,0,54.0,3.0,,0,0,0,0,0,1,0,1,0,0,,0,0,1,0,0.12393839172541107,0.8365292069057432,2.38,101.10135387597671,1,basic
2025-02-08,6.0,,52.23496,20.94374,0,block_of_flats,0,Wola,3500,0,45.0,3.0,,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0.21969306024006396,0.4047385088110924,4.699,92.50848286547054,1,standard
2025-02-08,3.0,,52.19621,20.98604,0,other,0,Mokotow,4300,0,74.0,3.0,6.0,0,1,0,0,1,1,0,0,0,0,20.0,0,0,1,0,0.18975072190807538,1.7860365680961494,4.128,93.87013385066551,1,basic
2025-02-08,10.0,,52.211236,20.976454,0,block_of_flats,0,Ochota,2700,0,38.0,2.0,13.0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.03419514567274201,2.0385749628884327,3.185,89.8798518540835,1,standard
2025-02-08,1.0,gas,52.26388,20.9871,0,other,1,Zoliborz,9500,0,90.0,4.0,1.0,0,0,1,1,0,0,0,1,0,0,69.0,0,1,1,1,0.21967363543969962,0.4522648198567721,4.167,88.59397561875205,1,standard
2025-02-08,2.0,district,52.251347,21.062424,1,apartment,1,Praga_Poludnie,3500,0,42.0,2.0,5.0,0,1,0,0,1,0,0,0,1,1,3.0,1,1,1,1,0.15524191845908686,1.398633271542317,4.182,99.88779856475325,1,standard
2025-02-08,2.0,district,52.274272,20.958766,0,block_of_flats,1,Bielany,3500,0,47.0,3.0,4.0,0,1,0,0,0,0,0,1,0,0,55.0,0,1,1,0,0.2104422581502975,0.2104422581502975,6.148,91.58459658959809,1,basic
2025-02-08,2.0,,52.18059,20.9478,1,other,0,Wlochy,3000,0,31.0,2.0,6.0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0.04782832222864436,4.757696325373608,7.006,92.41600237200352,1,standard
2025-02-08,5.0,district,52.14752,21.049,1,apartment,1,Ursynow,4100,0,85.0,3.0,5.0,0,1,0,0,1,0,0,0,1,1,20.0,1,1,0,0,0.2433369862295745,0.2789186914950207,9.476,78.93378105642094,1,basic
2025-02-08,1.0,district,52.228024,21.066219,1,apartment,1,Praga_Poludnie,4500,0,47.0,2.0,5.0,0,0,0,1,1,0,0,0,0,1,1.0,1,1,1,0,0.18388177378483161,2.2652552933001826,3.684,83.59976237475624,1,standard
2025-02-08,5.0,district,52.173313,20.9998,1,apartment,0,Mokotow,5700,0,66.0,3.0,6.0,0,0,1,0,1,0,1,1,1,1,10.0,0,0,1,1,0.0500935859577574,1.5698585829426701,6.327,92.80967367989223,1,standard
2025-02-08,6.0,,52.226892,20.955919,1,apartment,0,Wola,2900,0,27.0,1.0,8.0,0,1,0,0,1,0,0,0,0,1,3.0,1,1,1,1,0.08106909413165714,0.9496446848694584,3.846,119.97332237175438,1,standard
2025-02-08,10.0,district,52.235205,20.986459,1,apartment,0,Wola,5200,0,39.0,2.0,17.0,0,1,0,0,1,0,0,0,0,1,4.0,0,1,1,0,0.13763246062096163,0.5158909418772784,1.857,123.90238548718234,1,superior
2025-02-08,1.0,district,52.175138,21.112875,1,apartment,1,Wilanow,3400,0,57.0,2.0,2.0,0,0,1,0,1,0,0,1,1,0,18.0,1,1,0,0,0.3797481820021888,5.315053403114071,9.159,91.27602664002663,1,standard
2025-02-08,1.0,district,52.23563,20.98665,1,apartment,0,Wola,6500,0,49.38,2.0,6.0,0,0,0,0,0,0,0,0,1,1,6.0,1,1,1,0,0.18079080779409026,0.5648099435716917,1.861,123.61592032147173,1,standard
2025-02-08,1.0,,52.18502,21.0124,0,other,0,Mokotow,13000,0,68.0,3.0,6.0,0,1,0,0,1,0,0,0,0,0,2.0,0,0,0,0,0.18283922431777558,0.512248779151761,4.968,101.29905795956178,1,superior
2025-02-08,6.0,district,52.23614,21.00817,1,block_of_flats,1,Srodmiescie,4000,0,35.0,2.0,8.0,0,0,0,0,1,0,0,0,1,0,4.0,0,0,0,1,0.04219971358911861,0.04219971358911861,0.767,131.07365703311618,1,standard
2025-02-08,1.0,,52.23525,21.05557,0,other,0,Praga_Poludnie,4700,0,65.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0.13712736907025858,1.195734904075699,3.017,86.45709342981664,0,standard
2025-02-08,8.0,,52.25452,20.99366,1,other,0,Srodmiescie,3500,0,38.0,2.0,8.0,0,1,0,0,1,0,0,0,0,0,14.0,0,0,1,0,0.08895687473734296,0.33074866140358655,3.035,94.2545483252509,1,standard
2025-02-08,1.0,district,52.182991,21.040286,1,block_of_flats,1,Mokotow,6000,0,74.0,4.0,2.0,0,1,0,1,1,0,0,0,0,1,4.0,0,1,1,0,0.3358951898793296,1.143041636821432,5.535,88.08699616892356,1,standard
2025-02-08,4.0,district,52.260214,20.982947,0,block_of_flats,1,Zoliborz,2300,0,27.0,1.0,4.0,0,1,0,0,0,1,0,0,0,0,60.0,1,1,0,0,0.046688445568732626,0.7991204310645562,3.934,104.89986304887655,1,standard
2025-02-08,10.0,,52.231854,21.012161,1,other,0,Srodmiescie,3400,0,28.0,1.0,22.0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0.09251969804504642,0.09251969804504642,0.24,110.29673400421613,1,standard
2025-02-08,1.0,district,52.208559,21.046019,0,tenement,0,Mokotow,2520,0,37.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0.18589481703497168,2.3346895197825446,3.291,86.90984650677922,1,standard
2025-02-08,2.0,,52.192198,21.0039,0,block_of_flats,0,Mokotow,2900,0,48.0,2.0,4.0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0.15707106801017787,0.9027358855160011,4.208,92.95972955265466,1,standard
2025-02-08,3.0,district,52.250483,21.077555,1,block_of_flats,1,Praga_Poludnie,2750,0,32.0,2.0,4.0,0,1,0,0,1,0,0,0,0,1,1.0,0,0,1,0,0.035128956534653304,2.3758248893445586,5.014,92.01608108034704,1,standard
2025-02-08,7.0,district,52.23214,20.97677,1,apartment,1,Wola,8500,0,73.0,3.0,7.0,0,1,0,0,1,0,0,0,1,1,9.0,1,1,1,1,0.02394444976267086,0.39416955687063565,2.428,118.75980420953037,1,superior
2025-02-08,6.0,district,52.326403,20.950801,1,apartment,0,Bialoleka,3600,0,63.0,3.0,7.0,0,1,0,0,1,0,0,0,0,0,15.0,1,1,0,0,0.06893635393087788,4.075315139033775,11.536,81.66899712748568,1,standard
2025-02-08,2.0,district,52.226524,20.955275,1,block_of_flats,0,Wola,2600,0,23.0,1.0,10.0,0,1,0,0,0,0,0,0,0,1,5.0,1,1,0,0,0.13966784798036072,1.0096316752347685,3.893,118.51293736753638,1,standard
2025-02-08,2.0,district,52.22355,20.95496,1,apartment,0,Wola,3600,0,35.0,1.0,7.0,0,1,0,0,1,0,0,0,0,1,,0,0,1,0,0.22490615812411144,1.2712468157695807,3.958,114.19504279758354,1,standard
2025-02-08,1.0,district,52.23968,20.90235,1,block_of_flats,1,Bemowo,3500,0,62.0,2.0,7.0,0,0,0,1,0,0,0,0,1,1,,0,0,1,0,0.1088306688846796,0.627984664126068,7.563,81.65204412147571,1,standard
2025-02-08,3.0,district,52.240711,21.025806,1,apartment,1,Srodmiescie,4100,0,42.0,2.0,5.0,0,1,0,0,1,0,1,0,1,1,15.0,1,1,1,0,0.1074199452431262,0.2567927439212281,1.535,128.5002992521707,1,standard
2025-02-08,1.0,district,52.23682,20.99095,1,block_of_flats,0,Wola,6500,0,50.0,2.0,6.0,0,1,0,0,0,0,0,0,1,1,6.0,0,0,1,0,0.10659596114849675,0.5439630039672579,1.65,129.5721604650521,1,standard
2025-02-08,1.0,district,52.223449,21.017983,1,apartment,0,Srodmiescie,9000,0,108.0,4.0,7.0,0,1,0,0,1,0,0,0,0,0,16.0,0,0,0,1,0.02794556011213641,0.41286669396979114,0.799,109.49463242955879,1,standard
2025-02-08,1.0,,52.261667,20.93287,1,other,0,Bemowo,3800,0,50.0,3.0,5.0,0,1,0,0,1,0,0,1,0,0,23.0,0,0,1,0,0.13203959249130226,2.3573741000301895,6.466,72.47907310689904,1,standard
2025-02-08,1.0,,52.275009,20.90458,0,other,0,Bielany,3400,0,56.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,25.0,1,1,0,1,0.03259303220580765,2.3639757705836133,8.891,76.82306612763949,1,standard
2025-02-08,6.0,district,52.25717,21.03426,1,block_of_flats,1,Praga_Polnoc,2500,0,47.0,2.0,7.0,0,1,0,0,0,1,0,0,0,0,65.0,1,1,0,0,0.04930776622066942,0.146331697721672,3.404,96.15114504398615,1,standard
2025-02-08,10.0,district,52.22897,21.04791,1,block_of_flats,0,Praga_Poludnie,2600,0,43.55,3.0,11.0,0,0,0,0,0,1,0,0,0,1,52.0,0,0,0,0,0.2472933962585682,1.4668718079115983,2.433,96.6026269382791,1,standard
2025-02-08,9.0,district,52.268301,20.974102,1,block_of_flats,0,Zoliborz,2500,0,30.0,1.0,10.0,0,0,0,0,0,0,0,0,0,0,58.0,0,0,0,0,0.24668705307088137,0.3972457216958537,5.015,93.480482922206,1,standard
2025-02-08,1.0,district,52.227948,20.878792,0,block_of_flats,0,Bemowo,2500,0,35.0,1.0,4.0,0,1,0,0,0,0,0,0,0,1,2.0,1,1,1,0,0.15818985060125124,2.544930618633222,9.088,80.3980346315348,1,standard
2025-02-08,4.0,district,52.197027,20.980022,0,block_of_flats,0,Ochota,2300,0,39.0,2.0,4.0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.14971110441019084,2.1708238860864384,4.243,90.54529364321817,1,standard
2025-02-08,3.0,district,52.12786,21.06446,0,block_of_flats,1,Ursynow,7200,0,128.0,5.0,4.0,0,1,1,0,1,0,0,0,1,1,29.0,1,1,1,1,0.1772347276007546,0.34308075610024585,11.872,81.70945579880157,1,standard
2025-02-08,3.0,district,52.242485,21.08506,1,block_of_flats,0,Praga_Poludnie,6000,0,135.1,6.0,9.0,0,1,0,0,1,0,0,0,0,0,16.0,1,1,1,1,0.09638565407716598,2.8692960876038187,5.161,87.96366725123607,1,standard
2025-02-08,4.0,,52.25686,20.96499,1,apartment,0,Zoliborz,3500,0,51.0,2.0,6.0,0,1,0,0,1,0,0,0,0,0,5.0,0,0,0,1,0.12518112602500495,1.6776745521621064,4.411,98.8989807385645,1,standard
2025-02-08,1.0,district,52.229777,21.077397,1,other,1,Praga_Poludnie,3250,0,40.0,2.0,6.0,0,1,0,0,0,1,0,0,1,0,,0,0,1,0,0.37405721561587435,2.7733177356998224,4.44,78.3141004833294,1,standard
2025-02-08,4.0,district,52.27587,21.047,1,block_of_flats,1,Targowek,3400,0,44.0,2.0,5.0,0,1,0,0,1,0,0,0,1,1,6.0,0,1,1,0,0.03760921801260079,0.4036680168901417,5.654,89.18211862032528,1,standard
2025-02-08,1.0,district,52.21502,20.96104,1,block_of_flats,0,Ochota,2600,0,37.0,2.0,10.0,0,0,0,0,1,0,1,0,0,1,10.0,0,0,1,0,0.11053888332107624,1.997593782464843,3.848,85.11746004421292,1,standard
2025-02-08,2.0,district,52.22286,21.00751,1,tenement,0,Srodmiescie,3000,0,46.0,2.0,5.0,0,0,0,0,0,1,0,0,0,0,67.0,0,0,0,0,0.013515551251702628,0.6045930109843405,0.825,109.61143941454704,1,standard
2025-02-08,2.0,district,52.209259,21.001774,0,block_of_flats,0,Mokotow,4750,0,63.0,3.0,4.0,0,1,0,0,0,0,0,0,0,0,63.0,0,0,1,1,0.05558547916486631,0.39406873107420803,2.381,99.34255928872908,1,standard
2025-02-08,4.0,district,52.228355,20.911357,1,block_of_flats,0,Bemowo,2800,0,51.0,2.0,7.0,0,1,0,0,1,0,0,1,0,0,15.0,0,0,1,0,0.21794952387788188,1.1002538713734644,6.87,85.82697613862005,1,standard
2025-02-08,4.0,district,52.240087,21.024951,1,apartment,0,Srodmiescie,20949,0,114.0,4.0,4.0,0,1,0,0,1,0,0,0,0,1,5.0,0,1,1,1,0.1555744776941796,0.29573616000291014,1.445,127.02793275421362,1,standard
2025-02-08,2.0,district,52.316954,21.059289,0,block_of_flats,0,Bialoleka,1900,0,27.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0.09421988611004731,2.622545766570494,10.218,70.24367861642752,1,standard
2025-02-08,1.0,gas,52.177423,20.941169,0,other,0,Wlochy,3000,0,35.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,15.0,0,1,0,0,0.23239278361003954,5.277406769365741,7.564,95.0,1,standard
2025-02-08,1.0,,52.24091,20.91133,0,other,0,Bemowo,1900,0,25.0,1.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.09571832741303835,0.13916180525586364,6.981,85.2372770331814,1,standard
2025-02-08,3.0,district,52.253045,20.999006,1,tenement,0,Srodmiescie,2600,0,34.0,1.0,7.0,0,0,0,0,0,1,0,0,0,0,,1,1,0,0,0.07251009076820687,0.5880771860560294,2.747,92.50200783148884,1,standard
2025-02-08,1.0,,52.15613,21.11163,1,other,0,Wilanow,2700,0,30.0,1.0,,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,0.6101265072221124,4.037385994245652,10.623,89.24013334191973,1,standard
2025-02-08,3.0,district,52.243378,20.992663,0,block_of_flats,0,Srodmiescie,2500,0,30.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,65.0,0,0,1,0,0.09051449336862934,0.5500885052652769,2.021,102.26356409230421,1,standard
2025-02-08,1.0,boiler room,52.20958,20.929948,0,block_of_flats,0,Wlochy,2700,0,25.8,1.0,2.0,0,0,0,1,0,1,0,1,1,1,,0,1,1,0,0.3838196606369379,3.337703143594848,6.033,112.63461944823808,1,standard
2025-02-08,2.0,boiler room,52.20958,20.929948,1,block_of_flats,0,Wlochy,2650,0,24.9,1.0,2.0,0,1,0,0,1,0,0,1,1,1,,0,1,1,0,0.3838196606369379,3.337703143594848,6.033,112.63461944823808,1,standard
2025-02-08,1.0,district,52.155878,21.082521,1,apartment,0,Wilanow,1990,0,25.0,1.0,4.0,0,1,0,0,1,0,0,0,0,1,,0,0,0,0,0.2566876179035425,2.403057657987486,9.506,105.28581536499394,1,standard
2025-02-08,5.0,district,52.202863,20.94224,1,block_of_flats,1,Wlochy,3600,0,32.5,1.0,6.0,0,1,0,0,1,0,0,0,0,1,3.0,1,1,1,1,0.1663357408228118,3.696467595854554,5.623,97.42564733228963,1,standard
2025-02-08,,district,52.17991,20.94782,0,apartment,0,Wlochy,2450,0,18.0,1.0,,0,0,0,1,1,0,0,0,1,1,2.0,0,1,0,0,0.031026359624488718,4.772103387121807,7.064,92.41600237200352,1,standard
2025-02-08,1.0,district,52.24736,20.95,0,tenement,0,Wola,2800,0,37.5,1.0,2.0,0,1,0,0,0,0,0,0,0,1,90.0,0,0,1,0,0.14007962900654736,0.9170586355906429,4.668,93.46986168227744,1,standard
2025-02-08,8.0,district,52.245319,20.978059,1,apartment,1,Wola,2900,0,55.0,2.0,15.0,0,1,0,0,1,0,0,0,1,1,,0,0,1,1,0.06703175020359725,1.480145384061383,2.902,101.88831061334085,1,standard
2025-02-08,5.0,,52.24091,20.91133,1,block_of_flats,0,Bemowo,3800,0,46.0,2.0,,0,1,0,0,1,0,0,0,1,1,16.0,0,0,1,1,0.09571832741303835,0.13916180525586364,6.981,85.2372770331814,1,standard
2025-02-08,3.0,,52.24097,21.02614,0,other,0,Srodmiescie,5316,0,38.0,1.0,5.0,0,0,0,0,1,0,1,0,0,0,,0,0,0,1,0.0977449023131529,0.24986715062943932,1.572,127.76508852871439,1,standard
2025-02-08,6.0,,52.239952,21.024086,1,apartment,0,Srodmiescie,12500,0,120.0,4.0,7.0,0,0,0,0,1,0,0,0,0,0,7.0,0,0,0,0,0.19304876259263545,0.3532791341745333,1.398,127.1404822497791,1,standard
2025-02-08,5.0,,52.17412,20.99005,0,other,0,Mokotow,4800,0,58.0,2.0,6.0,0,1,0,0,1,0,0,0,0,0,,0,0,1,1,0.3337811670790358,2.1491351153552536,6.362,100.19626398371082,1,standard
2025-02-08,1.0,district,52.22569,20.9526,1,block_of_flats,0,Wola,10000,0,74.0,3.0,8.0,0,0,1,1,1,0,0,0,1,1,10.0,0,1,1,1,0.1313791180846476,1.20747007483383,4.084,117.59233894857054,1,standard
2025-02-08,1.0,district,52.244883,21.065997,1,apartment,0,Praga_Poludnie,4900,0,47.0,2.0,5.0,0,0,1,0,1,0,0,0,0,1,3.0,0,1,1,1,0.20274479148942381,1.5495349424647555,4.034,96.5154870684715,1,standard
2025-02-08,5.0,district,52.23201,20.97907,0,block_of_flats,0,Wola,9000,0,70.0,3.0,8.0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,1,1,0.08490242175026022,0.30457072466209595,2.271,119.2784156901009,1,standard
